,Costal,Blue,Green,Red,NIR,SWIR1,SWIR2,Longitude,Latitude,x,y,AOI,Target,Prediction
6424,10430.0,9461.0,8660.0,7674.0,16502.0,11173.0,7904.0,-71.51934732910455,2.2003677329420497,11112.0,2137.0,guaviare_20160125,coca,bosque
6468,9410.0,8353.0,7571.0,6444.0,15549.0,10078.0,6758.0,-71.92586742840386,1.113645653566483,8006.0,10163.0,guaviare_20160820,coca,bosque
6493,10019.0,8998.0,8015.0,7014.0,17378.0,9872.0,6847.0,-72.02250270874869,1.5845584246634878,7384.0,6689.0,guaviare_20160125,coca,bosque
6498,10719.0,9742.0,9122.0,7819.0,20325.0,13276.0,8488.0,-75.39248148106931,1.6826200597167111,5324.0,5962.0,caqueta_20160311,coca,bosque
6519,10606.0,9634.0,8787.0,7913.0,18998.0,12898.0,8513.0,-71.99341083924544,1.5870910066598343,7500.0,6670.0,guaviare_20160820,coca,bosque
6556,10789.0,9904.0,9485.0,8737.0,18628.0,13409.0,8832.0,-72.4329336577612,2.2103668753738908,4330.0,2077.0,guaviare_20160125,coca,bosque
6616,10597.0,9626.0,8729.0,7697.0,18180.0,11800.0,7852.0,-72.34842981790513,2.138369659086515,4958.0,2607.0,guaviare_20160125,coca,bosque
6650,9476.0,8422.0,7741.0,6548.0,17384.0,10307.0,6645.0,-71.65923464576736,1.4015131564678516,9984.0,8036.0,guaviare_20160820,coca,bosque
6706,10361.0,9447.0,8975.0,8500.0,17506.0,15527.0,9945.0,-72.09276662947755,1.4072460032750675,6864.0,7998.0,guaviare_20160125,coca,bosque
6713,10134.0,9136.0,8493.0,7377.0,22061.0,12896.0,7860.0,-72.12250699670572,1.424631856915814,6643.0,7870.0,guaviare_20160125,coca,bosque
6778,10867.0,9854.0,9082.0,8045.0,18225.0,14566.0,9816.0,-75.35769022802496,1.691447671024405,5582.0,5897.0,caqueta_20160311,coca,bosque
6800,11478.0,10358.0,9292.0,8114.0,17300.0,10154.0,7081.0,-75.97207182307183,0.3892946747080726,3303.0,4852.0,putumayo_20160311,coca,bosque
6923,10120.0,9034.0,8335.0,7101.0,19160.0,11737.0,7479.0,-72.55472323352664,1.8836809859145511,3330.0,4488.0,guaviare_20160820,coca,bosque
7007,9948.0,8948.0,8016.0,7003.0,18123.0,10591.0,7039.0,-72.20854294572571,1.4431728324717894,6004.0,7734.0,guaviare_20160125,coca,bosque
7022,9692.0,8659.0,7817.0,6752.0,16785.0,10526.0,6980.0,-71.96768596505423,1.494765629077159,7692.0,7351.0,guaviare_20160820,coca,bosque
7162,10548.0,9546.0,8756.0,7812.0,17921.0,11862.0,7920.0,-72.42674102966814,2.043875588463061,4378.0,3305.0,guaviare_20160125,coca,bosque
7226,9649.0,8562.0,7508.0,6532.0,8794.0,6401.0,5968.0,-71.53862473721324,2.131328687386061,10870.0,2647.0,guaviare_20160820,coca,bosque
7238,12667.0,11558.0,10322.0,9252.0,19270.0,11909.0,8155.0,-75.4613722111729,0.7807119705489444,7092.0,1968.0,putumayo_20160311,coca,bosque
7283,9650.0,8643.0,8174.0,6798.0,24768.0,13140.0,7933.0,-72.24949611715583,1.435767735185663,5600.0,7789.0,guaviare_20160820,coca,bosque
7356,9802.0,8751.0,7830.0,6957.0,16202.0,11034.0,7336.0,-71.99112073999098,1.5876297351655353,7517.0,6666.0,guaviare_20160820,coca,bosque
7405,10721.0,9708.0,9166.0,8188.0,18719.0,12387.0,8252.0,-71.55082267316467,2.1558746863110825,10779.0,2466.0,guaviare_20160820,coca,bosque
7431,10259.0,9211.0,8256.0,7169.0,17413.0,10235.0,6898.0,-72.05865167183792,1.9734424025005253,7111.0,3820.0,guaviare_20160125,coca,bosque
7497,10892.0,9811.0,8725.0,7663.0,16329.0,10427.0,7095.0,-74.505287413138,0.7602167954417225,11904.0,12759.0,caqueta_20160311,coca,bosque
7519,10308.0,9304.0,8475.0,7432.0,17787.0,11218.0,7462.0,-72.41695666368818,1.9233384149312733,4452.0,4194.0,guaviare_20160125,coca,bosque
7537,11458.0,10312.0,9241.0,8090.0,17426.0,11627.0,7908.0,-74.34910864982251,2.01474287870841,13060.0,3514.0,caqueta_20160311,coca,bosque
7593,9711.0,8569.0,7538.0,6472.0,14307.0,9743.0,6677.0,-72.51555162440884,1.855153394445204,3621.0,4698.0,guaviare_20160820,coca,bosque
7640,10253.0,9301.0,8484.0,7463.0,20856.0,12432.0,7730.0,-72.48727575408805,1.8408775972147218,3931.0,4803.0,guaviare_20160125,coca,bosque
7651,9529.0,8474.0,7629.0,6581.0,16519.0,10238.0,6796.0,-71.97472300849854,0.8300552796723193,7645.0,12256.0,guaviare_20160820,coca,bosque
7699,10906.0,9729.0,8696.0,7586.0,15795.0,10368.0,7060.0,-74.46365530725889,1.396659927229938,12212.0,8069.0,caqueta_20160311,coca,bosque
7731,10361.0,9285.0,8299.0,7533.0,13508.0,11158.0,8021.0,-75.306990033759,1.730132768210173,5958.0,5612.0,caqueta_20160311,coca,bosque
7797,9722.0,8653.0,7918.0,6765.0,17808.0,11083.0,7164.0,-72.03575767150872,1.8928991796973897,7182.0,4414.0,guaviare_20160820,coca,bosque
7894,12669.0,11982.0,12281.0,13327.0,19210.0,18183.0,15211.0,-75.14755593886451,1.3156988812745178,7140.0,8666.0,caqueta_20160311,coca,cana
7960,10071.0,9066.0,8069.0,7103.0,18744.0,10901.0,7067.0,-72.29415040684195,1.5946937746029695,5367.0,6617.0,guaviare_20160125,coca,bosque
8010,10237.0,9175.0,8301.0,7217.0,19909.0,11449.0,7393.0,-72.41892359865585,1.8689778754507815,4438.0,4595.0,guaviare_20160125,coca,bosque
8022,10018.0,8913.0,8360.0,6920.0,22679.0,13208.0,7697.0,-72.40675068604581,2.073261567670828,4426.0,3088.0,guaviare_20160820,coca,bosque
8069,10876.0,9919.0,8973.0,7996.0,18877.0,11336.0,7796.0,-71.85535517565732,2.26494075727963,8616.0,1666.0,guaviare_20160125,coca,bosque
8085,10491.0,9803.0,9999.0,9692.0,20017.0,19086.0,12408.0,-72.47403030327277,2.1337021279697783,3926.0,2643.0,guaviare_20160820,coca,cana
8113,9837.0,8760.0,8095.0,6799.0,19736.0,11651.0,7384.0,-72.42724300605127,1.8923083441434827,4276.0,4423.0,guaviare_20160820,coca,bosque
8122,9803.0,8752.0,8030.0,6903.0,15944.0,10673.0,7091.0,-72.38493510632863,1.4908323060858535,4594.0,7384.0,guaviare_20160820,coca,bosque
8162,10452.0,9446.0,8837.0,7578.0,18553.0,11822.0,7841.0,-75.2971459437859,1.734748370265286,6031.0,5578.0,caqueta_20160311,coca,bosque
8231,13163.0,12020.0,11600.0,11141.0,20385.0,15968.0,10575.0,-75.65489974028743,1.664365436172728,3378.0,6096.0,caqueta_20160311,coca,cana
8265,10064.0,9078.0,8452.0,7328.0,16166.0,10048.0,6888.0,-72.09895864006977,1.4094223114738034,6818.0,7982.0,guaviare_20160125,coca,bosque
8370,10042.0,8989.0,8311.0,7074.0,19224.0,12514.0,7808.0,-72.46852555107905,2.2024294496137817,3966.0,2136.0,guaviare_20160820,coca,bosque
8379,9944.0,8822.0,7837.0,6877.0,17222.0,11088.0,7163.0,-72.42575609048629,1.8955598191450949,4287.0,4399.0,guaviare_20160820,coca,bosque
8559,10368.0,9360.0,8554.0,7454.0,17566.0,12129.0,8286.0,-75.35001141048484,1.7356892167895095,5639.0,5571.0,caqueta_20160311,coca,bosque
8565,9510.0,8144.0,6632.0,5228.0,10053.0,5963.0,4317.0,-72.73153713021162,1.9776222174795688,2017.0,3797.0,guaviare_20160820,coca,bosque
8613,12576.0,11528.0,10261.0,9209.0,18566.0,11952.0,8370.0,-75.47067827592943,0.817894056294785,7023.0,1694.0,putumayo_20160311,coca,bosque
8622,13014.0,11952.0,10574.0,9542.0,17266.0,11149.0,8057.0,-75.32549194687947,0.885897858830372,8100.0,1193.0,putumayo_20160311,coca,bosque
8808,13612.0,12619.0,11288.0,10216.0,18047.0,11298.0,8334.0,-75.325893530324,0.8525138563415451,8097.0,1439.0,putumayo_20160311,coca,bosque
8857,9500.0,8425.0,7678.0,6509.0,19601.0,9806.0,6559.0,-72.03720839320971,1.2454924287365265,7178.0,9191.0,guaviare_20160820,coca,bosque
8870,11101.0,9975.0,8938.0,7796.0,17829.0,10758.0,7319.0,-75.42951777813383,-0.059439169307286426,7328.0,8159.0,putumayo_20160311,coca,bosque
8890,11426.0,10293.0,9276.0,8045.0,19537.0,11708.0,7730.0,-74.36516140356969,2.008099966476455,12941.0,3563.0,caqueta_20160311,coca,bosque
8898,10386.0,9385.0,8782.0,7533.0,22439.0,12520.0,7842.0,-72.54324828114667,1.9918598618550596,3514.0,3690.0,guaviare_20160125,coca,bosque
8922,12194.0,11176.0,10128.0,9634.0,7959.0,5412.0,5313.0,-75.10749154356456,0.7883357828574827,9717.0,1912.0,putumayo_20160311,coca,bosque
8965,9890.0,8825.0,8030.0,6980.0,17741.0,10753.0,7329.0,-72.30881823354648,2.1359958032324347,5152.0,2624.0,guaviare_20160820,coca,bosque
8969,11738.0,10692.0,10220.0,9012.0,28200.0,16998.0,10044.0,-72.74390530050125,2.00055599069019,1925.0,3628.0,guaviare_20160820,coca,bosque
9062,11522.0,10334.0,8801.0,7762.0,9822.0,6509.0,5899.0,-75.49990204548934,1.9588869292568722,4528.0,3926.0,caqueta_20160311,coca,bosque
9116,9729.0,8625.0,7875.0,6738.0,17327.0,10693.0,7139.0,-72.46269821745479,1.3337923854269436,4018.0,8543.0,guaviare_20160820,coca,bosque
9123,13320.0,12200.0,11108.0,10004.0,17440.0,11360.0,8368.0,-75.31308639393436,0.8548219511342566,8192.0,1422.0,putumayo_20160311,coca,bosque
9166,10055.0,8998.0,8151.0,6956.0,18148.0,10294.0,6794.0,-72.33736845801262,1.8071750201427412,5044.0,5050.0,guaviare_20160125,coca,bosque
9227,10032.0,8986.0,8144.0,7096.0,17479.0,10553.0,7035.0,-71.96573726990265,1.4420466015475313,7807.0,7740.0,guaviare_20160125,coca,bosque
9397,9904.0,8833.0,7816.0,6684.0,16477.0,8605.0,6068.0,-71.93663569613008,1.5510959628541643,8022.0,6935.0,guaviare_20160125,coca,bosque
9458,10358.0,9328.0,8471.0,7821.0,16551.0,13864.0,9618.0,-75.92288089333509,1.4574645102668065,1390.0,7620.0,caqueta_20160311,coca,bosque
9500,11928.0,10832.0,9693.0,8552.0,18250.0,11562.0,7851.0,-75.3063209527386,0.4438999707303085,8242.0,4450.0,putumayo_20160311,coca,bosque
9509,10105.0,9045.0,8252.0,7182.0,18144.0,11676.0,7704.0,-72.50801366687075,2.119522111445686,3674.0,2748.0,guaviare_20160820,coca,bosque
9585,9741.0,8723.0,8199.0,7012.0,18065.0,11402.0,7345.0,-71.85063682813676,2.266691968281889,8551.0,1653.0,guaviare_20160820,coca,bosque
9660,10347.0,9336.0,8657.0,7466.0,21776.0,12269.0,7736.0,-72.24872123691591,1.8096174957112112,5702.0,5031.0,guaviare_20160125,coca,bosque
9696,14322.0,13294.0,12100.0,10954.0,21520.0,13240.0,9284.0,-75.30756286438167,0.9019128743303779,8233.0,1075.0,putumayo_20160311,coca,bosque
9707,9671.0,8623.0,8080.0,6776.0,21637.0,12426.0,7591.0,-72.24528341025102,1.466668291114755,5631.0,7561.0,guaviare_20160820,coca,bosque
9712,11711.0,10623.0,9750.0,8501.0,19416.0,11851.0,7904.0,-76.15929295196518,0.46063941108217005,1914.0,4326.0,putumayo_20160311,coca,bosque
9768,10752.0,9769.0,9276.0,8319.0,19845.0,13567.0,9944.0,-75.31778402697229,1.7609363201950141,5878.0,5385.0,caqueta_20160311,coca,bosque
9830,9838.0,8772.0,8159.0,6957.0,20236.0,12871.0,7955.0,-71.85697462607878,2.2001739788067214,8505.0,2144.0,guaviare_20160820,coca,bosque
9924,11749.0,10651.0,9729.0,8495.0,18544.0,11661.0,7800.0,-75.1760623469838,1.9580026786990208,6929.0,3933.0,caqueta_20160311,coca,bosque
10030,9791.0,8716.0,8252.0,6790.0,25696.0,13796.0,8117.0,-72.0801488916342,2.221095644601491,6848.0,1993.0,guaviare_20160820,coca,bosque
10053,12259.0,11150.0,9927.0,8891.0,17093.0,10997.0,7741.0,-75.35499591440308,0.6352445953733606,7881.0,3040.0,putumayo_20160311,coca,bosque
10194,10714.0,9745.0,8892.0,7714.0,20009.0,11888.0,7808.0,-72.38837635109074,2.1820909206600514,4661.0,2285.0,guaviare_20160125,coca,bosque
10207,9676.0,8758.0,8273.0,7310.0,21210.0,11862.0,7324.0,-71.74031666246569,1.4662560699329676,9381.0,7559.0,guaviare_20160820,coca,cana
10233,10283.0,9421.0,9029.0,8472.0,18416.0,15126.0,9796.0,-72.46482121081304,2.078372484325526,3995.0,3051.0,guaviare_20160820,coca,cana
10395,10405.0,9444.0,9049.0,7699.0,18108.0,11451.0,7698.0,-75.94793394126837,1.3972075973553244,1204.0,8064.0,caqueta_20160311,coca,bosque
10411,10160.0,9111.0,8237.0,7195.0,16645.0,9925.0,6881.0,-71.6802889191641,1.362118659114277,9928.0,8327.0,guaviare_20160125,coca,bosque
10525,12594.0,11476.0,10632.0,9439.0,16524.0,10875.0,7978.0,-75.32750747090586,0.8059661527244698,8085.0,1782.0,putumayo_20160311,coca,bosque
10556,10172.0,9117.0,8274.0,7285.0,17222.0,10574.0,7358.0,-72.67476196720479,1.8022175569915286,2540.0,5090.0,guaviare_20160125,coca,bosque
10581,12172.0,11060.0,9899.0,8747.0,17962.0,11163.0,7708.0,-75.33368624193966,0.44959848551588905,8039.0,4408.0,putumayo_20160311,coca,bosque
10637,10863.0,9784.0,8629.0,7600.0,14512.0,9654.0,6976.0,-75.46746388983992,1.6949524951996162,4768.0,5871.0,caqueta_20160311,coca,bosque
10643,11609.0,10439.0,9473.0,8264.0,19443.0,12270.0,7992.0,-75.92946943602266,0.28196738975020985,3619.0,5643.0,putumayo_20160311,coca,bosque
10678,10330.0,9497.0,9188.0,8735.0,18450.0,15346.0,9884.0,-72.10286568754229,1.408071864827293,6789.0,7992.0,guaviare_20160125,coca,bosque
10719,10305.0,9251.0,8749.0,7368.0,25301.0,11280.0,7511.0,-72.58534043279906,1.8628435307562237,3103.0,4642.0,guaviare_20160820,coca,bosque
10738,9729.0,8616.0,7886.0,6676.0,18184.0,11005.0,7128.0,-72.16481403714364,2.1198769035687435,6221.0,2741.0,guaviare_20160820,coca,bosque
10760,10586.0,9712.0,9225.0,8949.0,17574.0,16851.0,11025.0,-72.35401363700205,1.8484106451718485,4920.0,4746.0,guaviare_20160125,coca,bosque
10761,10147.0,9118.0,8102.0,7169.0,14396.0,9097.0,6606.0,-75.94873525238638,1.3780749538523878,1198.0,8205.0,caqueta_20160311,coca,bosque
10852,9400.0,8295.0,7483.0,6436.0,14277.0,8688.0,6480.0,-71.58770246601244,1.0158699403243292,10519.0,10882.0,guaviare_20160820,coca,cana
10855,10564.0,9567.0,8879.0,7661.0,18215.0,11251.0,7528.0,-72.40675090683362,2.0731259996609324,4526.0,3089.0,guaviare_20160125,coca,bosque
10857,9839.0,8740.0,8097.0,6872.0,20624.0,12624.0,7725.0,-72.1421353914656,2.1440963082129603,6389.0,2562.0,guaviare_20160820,coca,bosque
10858,11768.0,10637.0,9756.0,8345.0,23299.0,13779.0,8481.0,-76.16535768063753,0.45901023883933256,1869.0,4338.0,putumayo_20160311,coca,bosque
10881,12521.0,11469.0,10192.0,9137.0,17280.0,11143.0,7882.0,-75.32696672473301,0.7869671858877648,8089.0,1922.0,putumayo_20160311,coca,bosque
10934,10350.0,9388.0,8408.0,7583.0,14823.0,10450.0,7465.0,-71.88767578233808,1.5137594533060708,8386.0,7210.0,guaviare_20160125,coca,bosque
11005,11643.0,10453.0,9411.0,8465.0,14206.0,7856.0,5988.0,-75.9624934739471,0.3039465319953655,3374.0,5481.0,putumayo_20160311,coca,bosque
11029,12698.0,11541.0,10309.0,9224.0,17969.0,11373.0,8000.0,-75.34313811735055,0.7098842890872783,7969.0,2490.0,putumayo_20160311,coca,bosque
11070,10675.0,9751.0,9367.0,8322.0,19448.0,14775.0,9339.0,-75.30577915196606,1.7479105175306464,5967.0,5481.0,caqueta_20160311,coca,bosque
11084,10582.0,9640.0,9166.0,8203.0,17453.0,13737.0,9165.0,-75.29916504530362,1.7103208594811894,6016.0,5758.0,caqueta_20160311,coca,bosque
11088,12059.0,10933.0,9783.0,8663.0,18358.0,11369.0,7745.0,-75.29068323778915,0.4303298193525031,8358.0,4550.0,putumayo_20160311,coca,bosque
11164,11868.0,10751.0,9866.0,8751.0,18833.0,11387.0,7875.0,-75.4796806732405,0.5071291444039807,6956.0,3984.0,putumayo_20160311,coca,bosque
11172,10857.0,9866.0,9291.0,8094.0,20412.0,14099.0,8942.0,-75.29580358231564,1.7745106187089075,6041.0,5285.0,caqueta_20160311,coca,bosque
11190,10211.0,9179.0,8305.0,7515.0,15047.0,10882.0,7553.0,-71.69967054795367,1.3640422343234848,9784.0,8313.0,guaviare_20160125,coca,bosque
11244,10635.0,9616.0,8806.0,7617.0,22067.0,12659.0,7973.0,-72.3700120696884,2.2034778698880646,4797.0,2127.0,guaviare_20160125,coca,bosque
11259,11928.0,10751.0,9718.0,8611.0,18148.0,11630.0,7887.0,-75.65747206036352,0.4027596427565236,5637.0,4753.0,putumayo_20160311,coca,bosque
11275,10166.0,9120.0,8621.0,7050.0,20610.0,10301.0,6564.0,-72.36463697353078,1.8619829558660503,4841.0,4646.0,guaviare_20160125,coca,bosque
11295,11886.0,10789.0,9741.0,8617.0,18504.0,11654.0,7954.0,-74.7785656850524,0.20519152308537225,12157.0,6209.0,putumayo_20160311,coca,bosque
11309,11035.0,9909.0,8901.0,7690.0,18287.0,10885.0,7183.0,-75.11088659500632,1.4472024813517164,7412.0,7697.0,caqueta_20160311,coca,bosque
11350,10307.0,9271.0,8523.0,7344.0,20295.0,11127.0,7400.0,-72.26185243843152,2.0235394152570048,5602.0,3453.0,guaviare_20160125,coca,bosque
11367,11990.0,10978.0,10126.0,9325.0,16163.0,11129.0,8453.0,-71.57970198219198,2.1272216795112358,10665.0,2678.0,guaviare_20160125,coca,bosque
11374,9857.0,8803.0,8259.0,6941.0,17888.0,10042.0,6809.0,-72.41817949058621,1.9165617872736835,4343.0,4244.0,guaviare_20160820,coca,bosque
11418,10887.0,10040.0,9641.0,9260.0,16211.0,14608.0,9925.0,-72.48657566756548,2.207747680781788,3932.0,2097.0,guaviare_20160125,coca,cana
11430,11048.0,9915.0,8790.0,7707.0,16484.0,10366.0,7107.0,-75.40976602862916,1.7895519979003685,5196.0,5174.0,caqueta_20160311,coca,bosque
11432,9399.0,8325.0,7559.0,6400.0,17637.0,10122.0,6574.0,-71.92922843068875,1.118256630376563,7981.0,10129.0,guaviare_20160820,coca,bosque
11454,9514.0,8512.0,7600.0,6686.0,16076.0,10660.0,7040.0,-71.95150055189605,1.1905100278958085,7815.0,9596.0,guaviare_20160820,coca,bosque
11562,9985.0,8932.0,8048.0,6934.0,17103.0,10259.0,6885.0,-72.114711369233,1.4122882733349529,6701.0,7961.0,guaviare_20160125,coca,bosque
